13-Apr-21 12:34:50.874 [Solver] INFO  util.Progress> [Solving problem ...]
13-Apr-21 12:34:50.875 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.termination.GeneralTerminationCondition
13-Apr-21 12:34:50.877 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.solution.GeneralSolutionComparator
13-Apr-21 12:34:50.878 [Solver] INFO  solver.Solver> Using org.cpsolver.exam.heuristics.ExamNeighbourSelection
13-Apr-21 12:34:50.883 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralValueSelection
13-Apr-21 12:34:50.884 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralVariableSelection
13-Apr-21 12:34:50.900 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.perturbations.DefaultPerturbationsCounter
13-Apr-21 12:34:50.911 [Solver] INFO  util.JProf> Using wall time.
13-Apr-21 12:34:51.444 [Solver] INFO  solver.Solver> Initial solution:[
    Assigned variables: 0.00% (0/832)
    Iteration: 0
    Number of Exams: 832
    Number of Exams Requiring Alt Seating: 832
    Number of Periods: 64
    Number of Rooms: 32
    Number of Small Exams (Exams W/O Room): 0
    Number of Student Exams: 0
    Number of Students: 13642
    Number of Students with 1 meeting: 284
    Number of Students with 10 or more meetings: 4559
    Number of Students with 2 meetings: 242
    Number of Students with 3 meetings: 150
    Number of Students with 4 meetings: 131
    Number of Students with 5 meetings: 263
    Number of Students with 6 meetings: 613
    Number of Students with 7 meetings: 1188
    Number of Students with 8 meetings: 2465
    Number of Students with 9 meetings: 3747
    Overall solution value: 0.00
    Time: 0.00 min
  ]
13-Apr-21 12:34:51.445 [Solver] INFO  exam.Test> **BEST[0]** V:0/832 - T:0.00 [@P:�, BTB:0, DC:0, M2D:0, PI:�, PP:0, PS:�, RP:0, RSd:�, RSp:0, RSz:�, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.947 [Solver] INFO  exam.Test> **BEST[453]** V:453/832 - T:30611.86 [@P:�, BTB:0, DC:29, M2D:2, PI:19.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.93, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.949 [Solver] INFO  exam.Test> **BEST[454]** V:454/832 - T:30611.86 [@P:�, BTB:0, DC:29, M2D:2, PI:19.94, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.86, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.951 [Solver] INFO  exam.Test> **BEST[455]** V:455/832 - T:30611.87 [@P:�, BTB:0, DC:29, M2D:2, PI:19.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.86, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.952 [Solver] INFO  exam.Test> **BEST[456]** V:456/832 - T:30611.87 [@P:�, BTB:0, DC:29, M2D:2, PI:19.92, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.85, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.955 [Solver] INFO  exam.Test> **BEST[457]** V:457/832 - T:30611.88 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.958 [Solver] INFO  exam.Test> **BEST[458]** V:458/832 - T:30611.88 [@P:�, BTB:0, DC:29, M2D:2, PI:20, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.82, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.960 [Solver] INFO  exam.Test> **BEST[459]** V:459/832 - T:30611.88 [@P:�, BTB:0, DC:29, M2D:2, PI:20.03, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.78, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.962 [Solver] INFO  exam.Test> **BEST[460]** V:460/832 - T:30611.88 [@P:�, BTB:0, DC:29, M2D:2, PI:20.01, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.74, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.963 [Solver] INFO  exam.Test> **BEST[461]** V:461/832 - T:30611.88 [@P:�, BTB:0, DC:29, M2D:2, PI:20, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.74, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.965 [Solver] INFO  exam.Test> **BEST[462]** V:462/832 - T:30611.89 [@P:�, BTB:0, DC:29, M2D:2, PI:20.03, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.77, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.966 [Solver] INFO  exam.Test> **BEST[463]** V:463/832 - T:30611.90 [@P:�, BTB:0, DC:29, M2D:2, PI:19.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.82, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.967 [Solver] INFO  exam.Test> **BEST[464]** V:464/832 - T:30611.90 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.88, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.968 [Solver] INFO  exam.Test> **BEST[465]** V:465/832 - T:30611.90 [@P:�, BTB:0, DC:29, M2D:2, PI:19.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.82, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.969 [Solver] INFO  exam.Test> **BEST[466]** V:466/832 - T:30611.91 [@P:�, BTB:0, DC:29, M2D:2, PI:19.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.77, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.970 [Solver] INFO  exam.Test> **BEST[467]** V:467/832 - T:30611.91 [@P:�, BTB:0, DC:29, M2D:2, PI:19.93, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.73, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.971 [Solver] INFO  exam.Test> **BEST[468]** V:468/832 - T:30611.91 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.7, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.974 [Solver] INFO  exam.Test> **BEST[469]** V:469/832 - T:30611.91 [@P:�, BTB:0, DC:29, M2D:2, PI:19.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.67, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.977 [Solver] INFO  exam.Test> **BEST[470]** V:470/832 - T:30611.92 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.979 [Solver] INFO  exam.Test> **BEST[471]** V:471/832 - T:30611.93 [@P:�, BTB:0, DC:29, M2D:2, PI:19.92, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.8, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.980 [Solver] INFO  exam.Test> **BEST[472]** V:472/832 - T:30611.93 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.8, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.981 [Solver] INFO  exam.Test> **BEST[473]** V:473/832 - T:30611.94 [@P:�, BTB:0, DC:29, M2D:2, PI:19.92, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.84, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.981 [Solver] INFO  exam.Test> **BEST[474]** V:474/832 - T:30611.95 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.91, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.982 [Solver] INFO  exam.Test> **BEST[475]** V:475/832 - T:30611.95 [@P:�, BTB:0, DC:29, M2D:2, PI:19.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.99, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.983 [Solver] INFO  exam.Test> **BEST[476]** V:476/832 - T:30611.95 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.92, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.985 [Solver] INFO  exam.Test> **BEST[477]** V:477/832 - T:30611.96 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.86, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.988 [Solver] INFO  exam.Test> **BEST[478]** V:478/832 - T:30611.96 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.79, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.990 [Solver] INFO  exam.Test> **BEST[479]** V:479/832 - T:30611.96 [@P:�, BTB:0, DC:29, M2D:2, PI:20.02, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.73, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.991 [Solver] INFO  exam.Test> **BEST[480]** V:480/832 - T:30611.96 [@P:�, BTB:0, DC:29, M2D:2, PI:20, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.67, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.993 [Solver] INFO  exam.Test> **BEST[481]** V:481/832 - T:30611.96 [@P:�, BTB:0, DC:29, M2D:2, PI:19.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.63, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.994 [Solver] INFO  exam.Test> **BEST[482]** V:482/832 - T:30611.96 [@P:�, BTB:0, DC:29, M2D:2, PI:19.94, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.996 [Solver] INFO  exam.Test> **BEST[483]** V:483/832 - T:30611.97 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.62, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.997 [Solver] INFO  exam.Test> **BEST[484]** V:484/832 - T:30611.97 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.66, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.997 [Solver] INFO  exam.Test> **BEST[485]** V:485/832 - T:30611.98 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.69, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.999 [Solver] INFO  exam.Test> **BEST[486]** V:486/832 - T:30611.98 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.64, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.001 [Solver] INFO  exam.Test> **BEST[487]** V:487/832 - T:30611.98 [@P:�, BTB:0, DC:29, M2D:2, PI:19.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.57, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.003 [Solver] INFO  exam.Test> **BEST[488]** V:488/832 - T:30611.98 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.51, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.006 [Solver] INFO  exam.Test> **BEST[489]** V:489/832 - T:30611.99 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.47, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.008 [Solver] INFO  exam.Test> **BEST[490]** V:490/832 - T:30611.99 [@P:�, BTB:0, DC:29, M2D:2, PI:19.93, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.46, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.009 [Solver] INFO  exam.Test> **BEST[491]** V:491/832 - T:30611.99 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.49, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.009 [Solver] INFO  exam.Test> **BEST[492]** V:492/832 - T:30612.00 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.53, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.010 [Solver] INFO  exam.Test> **BEST[493]** V:493/832 - T:30612.00 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.47, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.011 [Solver] INFO  exam.Test> **BEST[494]** V:494/832 - T:30612.00 [@P:�, BTB:0, DC:29, M2D:2, PI:19.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.41, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.012 [Solver] INFO  exam.Test> **BEST[495]** V:495/832 - T:30612.00 [@P:�, BTB:0, DC:29, M2D:2, PI:19.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.36, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.013 [Solver] INFO  exam.Test> **BEST[496]** V:496/832 - T:30612.01 [@P:�, BTB:0, DC:29, M2D:2, PI:19.92, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.014 [Solver] INFO  exam.Test> **BEST[497]** V:497/832 - T:30612.02 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.43, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.014 [Solver] INFO  exam.Test> **BEST[498]** V:498/832 - T:30612.02 [@P:�, BTB:0, DC:29, M2D:2, PI:19.92, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.44, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.020 [Solver] INFO  exam.Test> **BEST[499]** V:499/832 - T:30612.03 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.45, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.029 [Solver] INFO  exam.Test> **BEST[500]** V:500/832 - T:30612.03 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.47, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.031 [Solver] INFO  exam.Test> **BEST[501]** V:501/832 - T:30612.03 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.49, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.940 [Solver] INFO  exam.Test> **BEST[502]** V:502/832 - T:30612.04 [@P:�, BTB:0, DC:29, M2D:2, PI:19.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.5, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.940 [Solver] INFO  exam.Test> **BEST[503]** V:503/832 - T:30612.04 [@P:�, BTB:0, DC:29, M2D:2, PI:19.88, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.51, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.941 [Solver] INFO  exam.Test> **BEST[504]** V:504/832 - T:30612.05 [@P:�, BTB:0, DC:29, M2D:2, PI:19.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.57, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.942 [Solver] INFO  exam.Test> **BEST[505]** V:505/832 - T:30612.06 [@P:�, BTB:0, DC:29, M2D:2, PI:19.88, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.63, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.943 [Solver] INFO  exam.Test> **BEST[506]** V:506/832 - T:30612.06 [@P:�, BTB:0, DC:29, M2D:2, PI:19.88, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.56, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.944 [Solver] INFO  exam.Test> **BEST[507]** V:507/832 - T:30612.07 [@P:�, BTB:0, DC:29, M2D:2, PI:19.92, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.64, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.945 [Solver] INFO  exam.Test> **BEST[508]** V:508/832 - T:30612.08 [@P:�, BTB:0, DC:29, M2D:2, PI:19.93, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.73, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.945 [Solver] INFO  exam.Test> **BEST[509]** V:509/832 - T:30612.08 [@P:�, BTB:0, DC:29, M2D:2, PI:19.94, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.69, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.946 [Solver] INFO  exam.Test> **BEST[510]** V:510/832 - T:30612.08 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.947 [Solver] INFO  exam.Test> **BEST[511]** V:511/832 - T:30612.09 [@P:�, BTB:0, DC:29, M2D:2, PI:19.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.75, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.948 [Solver] INFO  exam.Test> **BEST[512]** V:512/832 - T:30612.10 [@P:�, BTB:0, DC:29, M2D:2, PI:19.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.86, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.949 [Solver] INFO  exam.Test> **BEST[513]** V:513/832 - T:30612.10 [@P:�, BTB:0, DC:29, M2D:2, PI:19.99, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.84, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.950 [Solver] INFO  exam.Test> **BEST[514]** V:514/832 - T:30612.11 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.83, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.951 [Solver] INFO  exam.Test> **BEST[515]** V:515/832 - T:30612.11 [@P:�, BTB:0, DC:29, M2D:2, PI:19.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.82, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.952 [Solver] INFO  exam.Test> **BEST[516]** V:516/832 - T:30612.11 [@P:�, BTB:0, DC:29, M2D:2, PI:19.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.82, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.952 [Solver] INFO  exam.Test> **BEST[517]** V:517/832 - T:30612.12 [@P:�, BTB:0, DC:29, M2D:2, PI:19.99, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.95, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.953 [Solver] INFO  exam.Test> **BEST[518]** V:518/832 - T:30612.13 [@P:�, BTB:0, DC:29, M2D:2, PI:19.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.99, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.953 [Solver] INFO  exam.Test> **BEST[519]** V:519/832 - T:30612.15 [@P:�, BTB:0, DC:29, M2D:2, PI:19.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.24, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.955 [Solver] INFO  exam.Test> **BEST[520]** V:520/832 - T:30612.15 [@P:�, BTB:0, DC:29, M2D:2, PI:19.99, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.21, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.956 [Solver] INFO  exam.Test> **BEST[521]** V:521/832 - T:30612.15 [@P:�, BTB:0, DC:29, M2D:2, PI:20.02, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.2, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.956 [Solver] INFO  exam.Test> **BEST[522]** V:522/832 - T:30612.16 [@P:�, BTB:0, DC:29, M2D:2, PI:20.04, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.2, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.956 [Solver] INFO  exam.Test> **BEST[523]** V:523/832 - T:30612.16 [@P:�, BTB:0, DC:29, M2D:2, PI:20.01, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.27, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.957 [Solver] INFO  exam.Test> **BEST[524]** V:524/832 - T:30612.18 [@P:�, BTB:0, DC:29, M2D:2, PI:19.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.45, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.957 [Solver] INFO  exam.Test> **BEST[525]** V:525/832 - T:30612.18 [@P:�, BTB:0, DC:29, M2D:2, PI:19.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.47, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.957 [Solver] INFO  exam.Test> **BEST[526]** V:526/832 - T:30612.19 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.51, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.958 [Solver] INFO  exam.Test> **BEST[527]** V:527/832 - T:30612.19 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.43, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.958 [Solver] INFO  exam.Test> **BEST[528]** V:528/832 - T:30612.19 [@P:�, BTB:0, DC:29, M2D:2, PI:19.93, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.43, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.959 [Solver] INFO  exam.Test> **BEST[529]** V:529/832 - T:30612.21 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.63, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.959 [Solver] INFO  exam.Test> **BEST[530]** V:530/832 - T:30612.21 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.56, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.960 [Solver] INFO  exam.Test> **BEST[531]** V:531/832 - T:30612.21 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.5, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.960 [Solver] INFO  exam.Test> **BEST[532]** V:532/832 - T:30612.22 [@P:�, BTB:0, DC:29, M2D:2, PI:19.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.67, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.961 [Solver] INFO  exam.Test> **BEST[533]** V:533/832 - T:30612.23 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.64, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.961 [Solver] INFO  exam.Test> **BEST[534]** V:534/832 - T:30612.24 [@P:�, BTB:0, DC:29, M2D:2, PI:19.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.84, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.962 [Solver] INFO  exam.Test> **BEST[535]** V:535/832 - T:30612.24 [@P:�, BTB:0, DC:29, M2D:2, PI:19.85, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.83, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.962 [Solver] INFO  exam.Test> **BEST[536]** V:536/832 - T:30612.26 [@P:�, BTB:0, DC:29, M2D:2, PI:19.82, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.06, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.963 [Solver] INFO  exam.Test> **BEST[537]** V:537/832 - T:30612.27 [@P:�, BTB:0, DC:29, M2D:2, PI:19.79, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.07, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.963 [Solver] INFO  exam.Test> **BEST[538]** V:538/832 - T:30612.28 [@P:�, BTB:0, DC:29, M2D:2, PI:19.76, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.963 [Solver] INFO  exam.Test> **BEST[539]** V:539/832 - T:30612.29 [@P:�, BTB:0, DC:29, M2D:2, PI:19.76, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.35, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.964 [Solver] INFO  exam.Test> **BEST[540]** V:540/832 - T:30612.30 [@P:�, BTB:0, DC:29, M2D:2, PI:19.74, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.4, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.964 [Solver] INFO  exam.Test> **BEST[541]** V:541/832 - T:30612.30 [@P:�, BTB:0, DC:29, M2D:2, PI:19.74, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.45, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.965 [Solver] INFO  exam.Test> **BEST[542]** V:542/832 - T:30612.30 [@P:�, BTB:0, DC:29, M2D:2, PI:19.76, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.38, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.966 [Solver] INFO  exam.Test> **BEST[543]** V:543/832 - T:30612.31 [@P:�, BTB:0, DC:29, M2D:2, PI:19.73, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.33, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.967 [Solver] INFO  exam.Test> **BEST[544]** V:544/832 - T:30612.31 [@P:�, BTB:0, DC:29, M2D:2, PI:19.7, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.29, iBTB:0, iDC:0, iM2D:0]
